"CapturedAt","ComputerName","Manufacturer","Model","OS","CPU","TotalRAM_GB","Uptime_Hours","RankByMemory","ProcessName","ProcessId","Memory_MB","CPU_TotalSeconds","Threads","Handles","StartTime"
"2026-09-11 15:04:04","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.26","17","msedge","31616","283.66","45.39","70","2211","2026-09-11 14:39:19"
"2026-09-11 15:04:04","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.26","18","ChatGPT","26252","257.7","8.02","28","358","2026-09-11 10:54:34"
"2026-09-11 15:04:04","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.26","19","TextInputHost","20396","256.73","66.19","79","3207","2026-09-11 09:49:24"
"2026-09-11 15:04:04","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.26","20","claude","27316","253.45","306.23","78","1394","2026-09-11 10:10:38"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","1","explorer","10380","891.5","5702.22","252","12970","2026-09-11 09:49:08"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","2","WorkloadsSessionHost","26080","779.84","122.73","40","587","2026-09-11 09:54:11"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","3","OneDrive","29996","746.04","199.27","30","1132","2026-09-11 14:43:24"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","4","WorkloadsSessionHost","17576","727.11","20.62","103","473","2026-09-11 09:49:18"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","5","MsMpEng","7504","567.08","2730.91","58","1098","2026-09-11 09:49:07"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","6","POWERPNT","7180","475.7","116.98","81","3953","2026-09-11 11:09:02"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","7","ChatGPT","1588","444.17","106.31","28","374","2026-09-11 10:54:34"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","8","claude","17880","436.15","35.12","33","540","2026-09-11 10:10:39"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","9","WorkloadsSessionHost","15436","425.8","3.03","11","301","2026-09-11 09:49:14"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","10","ChatGPT","28368","421.98","189.03","58","2510","2026-09-11 10:54:29"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","11","WorkloadsSessionHost","18308","411.28","1.62","11","301","2026-09-11 09:49:19"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","12","msedge","36484","366.79","29.66","32","757","2026-09-11 14:47:06"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","13","ChatGPT","9368","358.39","56.31","73","3340","2026-09-11 10:54:30"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","14","msedge","3756","347.13","35.14","38","1723","2026-09-11 14:39:19"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","15","WorkloadsSessionHost","13376","338.48","30.03","11","298","2026-09-11 09:49:11"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","16","ChatGPT","29788","290.96","27.8","32","426","2026-09-11 10:54:44"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","17","msedge","31616","285.27","54.23","71","2213","2026-09-11 14:39:19"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","18","ChatGPT","26252","257.72","8.09","28","358","2026-09-11 10:54:34"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","19","TextInputHost","20396","257.14","66.7","75","3194","2026-09-11 09:49:24"
"2026-09-11 15:09:05","DESKTOP-96N9HJ3","HP","HP OmniBook X Flip Laptop 14-fk0xxx","Microsoft Windows 11 Home","AMD Ryzen AI 7 350 w/ Radeon 860M","31.28","5.34","20","claude","27316","253.04","308.11","76","1391","2026-09-11 10:10:38"
